text,date,gold_label_list,,,
Try @London_Stansted_Airport for the world s longest passenger queues,2019-10-20,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0],,,
#Valimai #Valimai #Valimai #Valimai #Valimai #Valimai #Valimai #Valimai #Valimai #Valimai #Valimai #Valimai #Valimai #Valimai #Valimai #Valimai #Valimai #Valimai #Valimai #Valimai #Valimai  #Valimai  One of biggest #TAG in the world  @user @user @user,2019-10-20,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],,,
The University for Foreigners of Perugia | Ambassador of the Italian Identity around the World  official video {URL} via @YouTube #Italy #Italian #Italiano #MadeInItaly,2019-10-20,[0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0],,,
"The Canning Highway will be transformed into the world s longest stage as part of next year s Perth Festival, to celebrate WA s link to Aussie rockers AC/DC. | @Amelia_Simpson {URL} ",2019-10-20,[1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
{URL} - looking for inspiration? share stories of the joy of General Practice from New Zealand and around the world in this podcast series .. @user,2019-10-20,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],,,
Never thought I would see the day that the @Washington_Nationals would be in the World Series. From the breaking ground constructionist the new stadium to representing DC at the highest level. Go get that ship #WorldSeriesBound #Nationals #HistoryMakers,2019-10-20,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0],,,
“The local church is God’s chosen instrument to change the world—and the individuals in it.�?@user,2019-10-20,[1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],,,
"A severe tropical storm is being monitored outside the PAR, the Pagasa reported. | @Neil_Arwin_Mercado {URL} ",2019-10-20,[0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0],,,
"Hi Chan,If you saw this tweet I want you to know that Stays all around the world are love you so much,please take care and stay healthy We Love You,Chan @Stray_Kids #HugsForChan",2019-10-20,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],,,
Think lightly of yourself and deeply of the world.  —Miyamoto Musashi via @user,2019-10-20,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
#NowPlaying L J Reynolds - Key To The World #takemebacksundays on @user with #afternoonking #mrhotchocolate #since1983TWEET @user #raregroove #2019,2019-10-20,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
Action not words is what is required from the world leaders to solve the Kashmir issue  #StandWithKashmir #ReturnKashmiriChildren @Investors_Bank @Institutional_Investor @Nathan_Michaud #FreeKashmir #EndSiege  #SanctionsForIndia {URL},2019-10-20,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
“Common looking people are the best in the world: that is the reason the Lord makes so many of them.�?Abraham Lincoln @user #abrahamlincoln #abrahamlincolnquotes #usa #usapresident #president�?{URL},2019-10-20,[0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Oh it’s football Sunday?   I almost forgot because...the @Houston_Astros are going to the WORLD SERIES!!!! #WorldSeries2019 #TakeItBack,2019-10-20,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
Park Chanyeol of @EXO is one of if not the most most handsome man in the world.,2019-10-20,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
"The world s second-largest truckmaker behind @user said orders for its trucks, including brands such as Mack and Renault, fell 45% from the same quarter last year. {URL} ",2019-10-20,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
"hi love @Harry_Styles if you see this tweet, could you please take a sec to follow ME @user @user @user and @user ? it’d mean the world to us <3 i hope you’re having a wonderful weekend angel!",2019-10-20,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
SUNDAY VIBES     #NowPlaying    ▶️▶️ Child Of The World @Bop_Daddy ️️�?@user #RaypowerAbuja #RaypowerNigeria #AbujaNigeria,2019-10-20,[0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
May the world go to bed on Sunday night in awe of that @Manchester_United display that dismantled @Liverpool_FC . #ThePerfectGame #MUNLIV,2019-10-20,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
"Excited for the Nats to play the World Series at “Roger Bernadina Stadium�? (name suggested by @user , proof it is that in video) {URL} ",2019-10-20,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0],,,
The 50 Most Beautiful Cities in the World {URL} via @Cond_Nast_Traveler,2019-10-20,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],,,
Action not words is what is required from the world leaders to solve the Kashmir issue  #StandWithKashmir #ReturnKashmiriChildren @Olympic_Council_of_Asia @user @Steve_Smith #FreeKashmir #SanctionsForIndia #BoycottIndia {URL},2019-10-20,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
The  3.5% rule : How a small minority can change the world {URL} via @BBC_Future,2019-10-20,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Game day boys! Also rooting for the saints and raiders today! @Detroit_Lions gonna show the world what #DetroitvsEverybody means! #OnePride,2019-10-20,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
"I have the best friend in the world! Madisen unboxed her Halloween Prom Night Vinyl from @Jeffree_Star , and knowing what a freak I am for anything related to makeup and a turntable, gifted it to me out of the blue. What a true spooky sister!",2019-10-20,[0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0],,,
Anton Lienert-Brown clearly the best centre in the world. Why do people not talk about him in the same way they do Farrell or Kerevi? He never makes a mistake and changes every game he plays in! World player of the year? @user @user @Bryan_Habana,2019-10-20,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
"I love the Hong Kong protestors, @tiffanydcross but @user is correct @Hillary_Clinton WON the week. OK @DeanObeidallah @Nancy_Pelosi too, leading the world really. Powerful women speaking truth! Yes @Ayman Women in Space (& correcting trump in real time) won too! #AMJoy",2019-10-20,[0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
The US is reducing its greenhouse gas emissions far too slowly to help avert the worst effects of global warming. But what would happen if the country adopted 7 of the most ambitious climate policies already in place around the world? {URL} via @user,2019-10-20,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0],,,
"I spoke to Arsenal midfielder @Jordan_Nobbs after today’s 4-0 victory over Charlton, on stepping up her rehab, playing a strong side today and looking ahead to the massive match against Manchester City next weekend. {URL} ",2019-10-20,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
I have a chance of winning a phenomenal trip to 1 of the 3 far corners of the world with @user ! My destination will be revealed at the airport. Participate as well? Click on this link and we ll both have a chance of winning #3corners #srprsme {URL},2019-10-20,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],,,
At this point I’m just watching the Bengals game for when @Chad_Johnson catches one of Daltons shots out of bounds,2019-10-20,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
Guys I really need these pics @user took of me at the pumpkin patch,2019-10-20,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
I think Dalton knows he is getting fired so now he is just taking the dive and betting against the Bengals in Vegas @Cincinnati_Bengals,2019-10-20,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
5 of the world’s most influential women offer tips for more effective leadership: @user {URL} via @Inc,2019-10-20,[0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"An excellent, a beautiful person not only with her great voice but also with her  humble personality. Love your existence in the world @Joss_Stone The Love We Had (Stays On My Mind) (Official Video)   Joss Stone {URL} ",2019-10-20,[0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
"Fowler - 3 sacks, FF, 1TFL  Ramsey - held the best WR in the world to 60 yards when he was covering him, and a forced fumble. Bortles - being the Boat Thank you @user ",2019-10-20,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
I voted #TheBrainEvilGenius on @The_Tylt —because he s been practicing how to take over the world for a while now. {URL},2019-10-20,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
The world should know #Catalonia #Catalogne #Katalonien #Spanien #Spain #Espagne #EU #Europa #Europe {URL} @dpa @user @user @Agence_France_Presse @Reuters @EUobserver @euronews @user @POLITICOEurope @Die_Nachrichten @user @WDR @MDR @user @user,2019-10-20,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0],,,
"The Bengals may not be tanking, but Andy Dalton is‍♂�?I m tired of wasting my day off watching this circus. What a joke. @Cincinnati_Bengals ",2019-10-20,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
These wings were made to fly.  Goodnight our Peter Pan. I will love you forever and always and I will continue to make you proud by carrying out your legacy and doing good in the world!! We miss you so much down here Cam. @user #CameronBoyce {URL},2019-10-20,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
"Hi @Harry_Styles , you’re the best idol of the world, u make me feel good, fearless, safe, comfortable and happy even being thousands of miles away. Thank you for make me happy. Can you follow me, please? it would make me so happy  40",2019-10-20,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
Thought #WayneBarnes had a great game today in the Japan v South Africa game!!  Really hope he gets to referee the World Cup Final @Rugby_World_Cup !!!,2019-10-20,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
"Barbra Streisand Shares Photo of Nancy Pelosi Killing Trump {URL} via @Breitbart_News  Creep-ple who need Creep-ples, are the ugliest Creep-ple in the world !",2019-10-20,[0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Ok so the question is: which halloween costume do I wear to the @user open next weekend?,2019-10-20,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
"Blazin 5  back on track.  Thanks to the Colts, Rams and Ravens.  Congrats  to those who doubled your money on @FOX_Bet_Sportsbook . Have the Eagles  tonight.",2019-10-20,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
#MrRobot Elliot can t fix the world because he uses @Dell computers...,2019-10-20,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],,,
Australia’s #retirement system has been rated the world’s 3rd best in a new report by the Melbourne @Mercer Global Pension Index.  Read the summary and full report - {URL} @Monash_University @Victorian_Government,2019-10-20,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
. @FSU_Football @Jalen_Ramsey looked awesome with the @Los_Angeles_Rams today! ...The Rams now have the Best cover corner and also the Best Dlineman in the . @NFL in @AD99 ..AMAZING!,2019-10-20,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
" Being “mindful,�?embracing and embodying mindfulness, means you have a “Mindfulness AAA Mindset”—you are Aware, Advancing, and Authentic by nature. It’s the lens from which you look, the mindset from which you operate, the way you choose to be in the world.  ___ @user ",2019-10-20,[0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0],,,
Living in @Canada mean we have the freedom of choice. Many people around the world are not afforded that same right. Don’t forsake those people and take it for granted... get out and vote tomorrow! #ElectionsCanada #Election2019,2019-10-20,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
mari945: Elsa with Bruni is the most adorable thing in the world❄️ #Frozen2 #Elsa #Disney #Frozen2fanart #ElsaFanart #ArtofMaryamSafdar #mari945  #マリ945 @Disney_s_Frozen {URL},2019-10-20,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1],,,
"Stafford had the @Detroit_Lions in a position to win in the fourth, the offensive pass interference by Thomas cost a first down. Next set of downs the Lions  went for it on fourth, the fourth down playcall was perfectly covered by the @Minnesota_Vikings . Game over. #OnePride #Skol #NFLSunday #NFC",2019-10-20,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
"“I’m operating under the assumption that the world is going to change dramatically, and fast, and soon.�?Took some strange comfort in @Lizzie_Wade ’s latest newsletter {URL} ",2019-10-20,[0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0],,,
Dear @Harry_Styles  I hope you’re well! I hope you’ve been smiling a lot today! I hope you’re having a wonderful day! You deserve only the best!  I LOVE #LightsUp SO MUCH!�?Can t wait for the album & tour!  Would you mind following me?  It’d mean the world to me!   -114.318 x,2019-10-21,[0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
Add my new album  &#34;F&#39; the World  on Spotify: {URL} (powered by @DistroKid ),2019-10-22,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
. @Joe_Osborne and @user were a combined 4-1 with their picks on yesterday s show and are back for more. Large day with Game 1 of the World Series and Opening Night of the NBA. All that and more. JOIN US: {URL},2019-10-22,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
the hood done spoke @user and they saying how amazing of a little sister you truly are. you my real homie and you’re an amazing person frfr. i truly do appreciate you and everything you do. we bout to take over this corn maze sunday YUUUUUR,2019-10-22,[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
" Gone, Gone, Gone  is a song recorded by American recording artist  Phillip Phillips from his debut album The World from the Side of the Moon. It was released on February 11, 2013 by Interscope Records as the second single from the album. @Phillip_Phillips {URL} ",2019-10-23,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
Opinion | China doesn t want to subjugate the NBA — it wants to take over the world {URL} via @NBC_News_THINK,2019-10-23,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0],,,
"Happy Halloween! The @user Spooktober Maze is now LIVE in @VRChat ! Explore a spooky corn maze and collect treats to help the gang prepare for the Monster Mash!  A collab between myself, @user , @user and @user {URL} ",2019-10-23,[0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0],,,
"I know that the World Series is on and the NBA season is just starting up, but @Tiger_Woods is leading a golf tournament right now  #GOAT",2019-10-24,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
�? �? Dear @Harry_Styles   I hope you’re having a wonderful day! You deserve only the best!  I LOVE #LightsUp SO MUCH!�?Can t wait for the album & tour!  Would you mind following me & @user ?   It’d mean the world to US! x  -114.307  �? �? �? �? �? �? �?2019-10-24,[0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,,
"Halloween  is just around the corner!! Have you made it to a pumpkin patch  or corn maze yet? ▪︎ uesugifarmspumpkinpatch , 14485 Monterey Rd #1, San Martin, CA 95046 ▪︎  @Samsung_Mobile_US S10+ �?{URL} ",2019-10-25,[1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0],,,
"So, I picked up my preorder of @The_Outer_Worlds today and I played it for about three hours.  This game is amazing. Combat is crazy good. Interacting with characters is enjoyable and hilarious. The lore of the world and the story is absolutely one that I can sink my teeth into.",2019-10-25,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],,,
RedTail LiDAR Systems produces amazing corn maze images - {URL} {URL} #drone #drones #uas #uav #rpas #sar #dronerental #dronetraining #droneservices #dronenews #publicsafety #losangeles #34northdrones @user,2019-10-26,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],,,
"Bravo @Infinity_Ward Bravo  The story telling, missions & cut scenes for the Campaign was just insane. It actually tore with my feelings.. Just bravo. #ModernWarfare Playing as a kid in a war zone.. {URL} ",2019-10-27,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],,,
"There seems to be a deeper meaning to @Bad_Lip_Reading  s #Seagulls that I m feeling is the story of my life:  –Birds keep poking at my head #stopitnow!! –Was hit by a boulder when I got older #notfun. –But I do like to groove and boogie, so there s a perk #showyousomedancemoves?",2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
Pre-save my new album  Tomarrows Never Promised  on Spotify: {URL} (powered by @DistroKid ),2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
"I just collected one an extra chance to win a £1,300 cash prize with @TopCashback ! #TrickorTreats {URL} ",2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],,,
Matt Araiza s 25-yd field goal gives @user a 17-0 lead over UNLV with 3:01 remaining in the first half. Araiza is now 13-for-15 on field goals this season. Big play on the scoring drive was a 26-yard sideline catch by WR Kobe Smith.,2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
u like @ylona  s new song u LIE SO WELL,2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
The story starts like..  PMLN RELIEF PPPP PPPP RELIEF PMLN.. AGAIN PMLN RELIEF PPP AGAIN PPP RELIEF PMLN  NOW PTI RELIEF PMLN 2019 PTI RELIEF PPP 2020..  POOR ONLY THE AUDIENCE.... @PML_N @PTI @PPP @Imran_Khan @Ahsan_Iqbal,2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
"Dear @user - please stop playing #FoxNews in the free weights area in your Long Beach gym in the evenings.  Seeing #tuckercarlson , #lauraingram and #hannity is horrific and it’s bloody #LongBeach Ffs, #knowyourmarket",2019-10-27,[0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0],,,
"Pre-save my new album  Moments in Times of D&#39;nairo, Vol. 1  on Spotify: {URL} (powered by @DistroKid )",2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
I called 911 FOR THE FIRST TIME tonight to report a fire under a bridge that probably could’ve ended tragically had it not been reported. I feel like a good citizen for not overthinking it and just calling in. @user hope you guys were able to take care of the fire!,2019-10-27,[0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Flames and the Fire?  Can the two teams winless before Round 3 get on the board for #WNBL20 today? @Sydney_Uni_Flames ✔️ Now it’s over to @JCU_Townsville_Fire who host @Deakin_Melbourne_Boomers at 5pm AEST - tune in via @FOX_Basketball and @Kayo_Sports .,2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
"PM @Narendra_Modi : Today if there is one story which reverberates throughout the country it is the story of cleanliness. Every person, family, village wants to tell their  experiences about cleanliness effort. This movement for cleanliness is driven by 125 cr Indians   #MannKiBaat",2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"Dear @user , If you think an hour away s too close for comfort to Gary, try living 15 minutes from the place. #immaturethoughtstour",2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],,,
Pre-save my new album  Flammagepack  on Spotify: {URL} (powered by @DistroKid ),2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
Earning #cryptocurrency for selling my stuff on @Listia ! Join me using code  BYLCJS  for an extra 100 XNK. I just listed this: Mystery Envelope Recipes for Dog Treats {URL},2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],,,
"Join me to get @Listia  s new $XNK #cryptocurrency for free! Use code  BGXQTB  for an extra 100 XNK. Just got this with my Ink, Rare Holo Set Pokemon Cards Mint {URL} ",2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],,,
"I think the guys over @Activision did a great job with the New #CallOfDuty #ModernWafare game. Love the graphics, love the story line/campaign, multiplayer is Amazing. Game of the year? Thoughts?",2019-10-27,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],,,
I finally have an idea for what I’ll be serving on my food truck when the time comes. A homage to the place I call home and to my family  and a big ups to the dude who inspired me @Eddie_Huang,2019-10-27,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],,,
Add my new album  2 Easy Ep  on Spotify: {URL} (powered by @DistroKid ),2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
"Oooh. So this is the story of  Ours , no wonder na sobrang iba yung tune nya haha. Ang galiiing! This is actually one of my fave songs of @Ben_Ben hehe. You guys did so well!! {URL} ",2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
Earning #cryptocurrency for selling my stuff on @Listia ! Join me using code  BSGDYW  for an extra 100 XNK. I just listed this: NASCAR STICKERS {URL},2019-10-27,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],,,
Big shoutout to @user tonight. Everyone here at #OnceADuck hopes your first live Autzen experience lived up to the hype!  If you see him out tonight in Eugene or Portland tomorrow show him some love! (Especially when he makes that Killer trip to see @LaMike_james ),2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0],,,
{URL} Escape From Tarkov 24 Hour Stream Starting NOW!!! Patch 12 coming out soon! The hype is real! #TeamTrees #gaming #streaming #stream #game #games #mixer #EscapeFromTarkov @Battlestate_Games #fun #FollowsAreFree #RoadTo2K,2019-10-27,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],,,
Lovely to have the opportunity for an extra hour in bed. Instead I am joining #thebighour for @Rainbow_Trust {URL} I will be baking to raise money. What will you do?,2019-10-27,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],,,
So @EDEN just released a new song last Friday called projector and it s fricking amazing and you should all.l go listen to it right now  And he s going to release a new album and I haven t been to hyped for quite some time  His music is just SOOO goop tbh,2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
"Dear @eero , please stop making me log into your app every time I open it. Annoying as hell.",2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],,,
"“‘These people have single handedly turned millions to evil and worshiped ignorance, too. Maybe send them back to earth on a road show. The Three Amigos from Hell. How about that? And we wouldn’t have to put up with them down here, then.’” �?@user {URL} ",2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0],,,
To sit by the fire in mystic caves Painting the first man and the first woman defeating the first beast Dreaming of a simple future that could survive the heavy rains...   #Poetry by @user {URL},2019-10-27,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
"Join me to get @Listia  s new $XNK #cryptocurrency for free! Use code  BTRLDD  for an extra 100 XNK. Just got this with my Ink, Make One for Baby ~ Relist {URL} ",2019-10-27,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
. @user is so obsessed with oil I m worried he s going to sharpie up a map to prove that Alberta is a part of Montana.  Perhaps WE should put up a wall.,2019-10-27,[0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Wincanton Races  14.10 Dolphin Square 2/1  Should be an easy double your money here ?  But please gamble responsibly @Wincanton_Racecourse @user,2019-10-27,[0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0],,,
Check out my new album  Jahnoi Productions Volume 1  distributed by @DistroKid and live on Tidal! {URL},2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
Excited repost via @user from @user We’re providing FREE GROUND SHIPPING on all orders today for an extra sweet #SelfCareSolDay�?�? Use code  SOLSHIP1  at checkout �?�?(Hurry - offer valid�?{URL},2019-10-27,[0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],,,
12 Sylvan Ave - OPEN TODAY OCT 27 FROM 2 TO 4 - PLEASE STOP BY! {URL} via @user,2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0],,,
Check out my new album  Storm Soldier  distributed by @DistroKid and live on Spotify! {URL},2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
Binge watched @On_My_Block last night and this morning!  So well written!  Can’t wait for Season 3.,2019-10-27,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],,,
I just discovered this on Poshmark: Bundle for an extra 20% off 2+ items!. {URL} via @Poshmark,2019-10-27,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
"Real talk now. After all the struggles I’ve been through since I moved to Germany, I couldn’t be happier to step into a @user ring. No dream is too far away, if you put up the time and the hard work. Best decision I’ve done in my life.",2019-10-27,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],,,
#AI and #Blockchain: Double the Hype or Double the Value? via @Forbes {URL} #fintech #banking,2019-10-27,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
"Join me to get @Listia  s new $XNK #cryptocurrency for free! Use code  CCNFLP  for an extra 100 XNK. Just got this with my Ink, Victorias Secret Rebel Perfume Li l Glass Spray Fragrance {URL} ",2019-10-27,[0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],,,
"So, Thursday sees @user at Stoke Sugarmill. Been really looking forward to this. Even more so now I ve heard the new album which is remarkable. Get down there Stokies!",2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
Cody Parkey hits that field goal btw   CC: @Chicago_Bears,2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
OMG  @Los_Angeles_Chargers WIN ⚡️⚡️⚡️ on another missed field goal.,2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
The @Los_Angeles_Chargers FINALLY escape a close game with a win!!!!! Bears miss field goal in closing seconds. Maybe this can turn season around  #Chargers #BoltUp,2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
So once again y’all FAKE. Ain’t tell me @Tank had a new album out. . I’m tired of y’all.,2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
"seeing @user tonight at the mercury lounge and have an extra ticket! DM me if interested. a side note:  I am surrounded by so many other folks using assistive devices tonight, everyone looks gorgeous,  and being here is an absolute blessing",2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0],,,
"I will stream @ye  Jesus is King  tomorrow. Tonight, I am all for @Cigarettes_After_Sex new album  Cry . Loveet!",2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
Joe Flacco: �?getting into field goal range isn’t that tough�?@Denver_Broncos offense: punts ball 7 times,2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
"Join me to get @Listia  s new $XNK #cryptocurrency for free! Use code  CKMTHR  for an extra 100 XNK. Just got this with my Ink,   Christmas Time   Design Blank Note Card with Envelope {URL} ",2019-10-27,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
"A weekend full of fussing fighting adjusting and  basically its either watching @Channel_3000 or 47 & 57, which basically is 3 channels vs 9 so its an easy choice. Hopefully, channel 3 fixes their transmitters because Sun Prairie isn’t exactly BFE",2019-10-27,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],,,
Fred Warner put up another solid performance in the #49ers huge win. He finished with a team leading 6 tackles! @Fred_Warner,2019-10-27,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
